user_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_segment,segment_name
1580,129,9,354.11,5,5,5,555,Чемпионы
4726,169,5,355.18,4,4,5,445,Лояльные клиенты
742,255,5,355.51,3,5,5,355,Обычные клиенты
4459,228,5,355.76,3,5,5,355,Обычные клиенты
1616,153,3,355.89,4,2,5,425,Потенциальные лоялисты
3553,76,4,356.15,5,4,5,545,Лояльные клиенты
1655,400,7,356.49,1,5,5,155,Нельзя потерять
3846,341,6,356.62,2,5,5,255,Нельзя потерять
4191,205,7,356.67,4,5,5,455,Лояльные клиенты
2147,190,5,356.73,4,4,5,445,Лояльные клиенты
4403,380,3,357.94,1,3,5,135,Обычные клиенты
1197,327,5,358.79,2,4,5,245,Нельзя потерять
4674,204,4,359.3,4,4,5,445,Лояльные клиенты
1043,378,5,359.6,1,5,5,155,Нельзя потерять
796,161,5,359.73,4,4,5,445,Лояльные клиенты
3045,130,4,359.88,5,3,5,535,Потенциальные лоялисты
1127,236,6,359.96,3,5,5,355,Обычные клиенты
128,242,5,360.01,3,4,5,345,Обычные клиенты
4297,153,7,360.05,4,5,5,455,Лояльные клиенты
1915,30,6,360.98,5,5,5,555,Чемпионы
376,312,6,361.0,2,5,5,255,Нельзя потерять
2034,185,5,362.23,4,4,5,445,Лояльные клиенты
1780,248,4,362.68,3,3,5,335,Обычные клиенты
4284,254,2,362.85,3,1,5,315,Засыпающие
4625,204,6,364.52,4,5,5,455,Лояльные клиенты
2218,14,6,364.82,5,5,5,555,Чемпионы
268,421,6,365.27,1,5,5,155,Нельзя потерять
4997,476,6,365.9,1,5,5,155,Нельзя потерять
517,294,7,365.97,3,5,5,355,Обычные клиенты
3473,230,2,366.57,3,1,5,315,Засыпающие
4856,144,4,366.8,4,4,5,445,Лояльные клиенты
2788,61,3,367.89,5,3,5,535,Потенциальные лоялисты
3120,344,6,368.66,2,5,5,255,Нельзя потерять
2582,74,3,368.76,5,3,5,535,Потенциальные лоялисты
4517,334,6,372.9,2,5,5,255,Нельзя потерять
2785,304,6,372.91,2,5,5,255,Нельзя потерять
4028,163,2,374.1,4,2,5,425,Потенциальные лоялисты
4259,228,6,374.33,3,5,5,355,Обычные клиенты
3505,115,8,374.44,5,5,5,555,Чемпионы
3859,318,4,375.3,2,4,5,245,Нельзя потерять
1200,185,4,375.75,4,4,5,445,Лояльные клиенты
3189,152,4,375.85,4,4,5,445,Лояльные клиенты
2775,206,6,376.23,4,5,5,455,Лояльные клиенты
1834,153,6,376.94,4,5,5,455,Лояльные клиенты
4357,334,6,377.08,2,5,5,255,Нельзя потерять
4831,187,5,377.12,4,4,5,445,Лояльные клиенты
3727,19,9,377.85,5,5,5,555,Чемпионы
2421,155,4,377.94,4,4,5,445,Лояльные клиенты
3211,293,4,378.82,3,4,5,345,Обычные клиенты
4154,374,7,379.06,2,5,5,255,Нельзя потерять
3478,119,6,379.32,5,5,5,555,Чемпионы
1493,279,6,379.87,3,5,5,355,Обычные клиенты
358,196,8,380.24,4,5,5,455,Лояльные клиенты
3407,207,7,381.5,4,5,5,455,Лояльные клиенты
582,242,5,382.24,3,5,5,355,Обычные клиенты
902,241,7,383.34,3,5,5,355,Обычные клиенты
1874,103,7,385.51,5,5,5,555,Чемпионы
2361,266,5,385.52,3,5,5,355,Обычные клиенты
1836,64,8,386.08,5,5,5,555,Чемпионы
3789,507,4,387.26,1,3,5,135,Обычные клиенты
719,280,9,387.89,3,5,5,355,Обычные клиенты
4244,104,7,388.88,5,5,5,555,Чемпионы
1184,206,6,389.22,4,5,5,455,Лояльные клиенты
1803,80,8,389.24,5,5,5,555,Чемпионы
2301,64,4,389.75,5,4,5,545,Лояльные клиенты
875,251,5,390.07,3,5,5,355,Обычные клиенты
4368,153,9,391.24,4,5,5,455,Лояльные клиенты
3969,462,7,391.46,1,5,5,155,Нельзя потерять
2760,115,6,392.47,5,5,5,555,Чемпионы
826,142,7,392.87,5,5,5,555,Чемпионы
967,265,7,394.73,3,5,5,355,Обычные клиенты
3320,321,7,394.77,2,5,5,255,Нельзя потерять
4725,174,9,396.01,4,5,5,455,Лояльные клиенты
2004,346,8,397.41,2,5,5,255,Нельзя потерять
2576,316,4,397.77,2,4,5,245,Нельзя потерять
3892,483,5,397.84,1,5,5,155,Нельзя потерять
2374,155,10,398.23,4,5,5,455,Лояльные клиенты
2525,168,6,398.38,4,5,5,455,Лояльные клиенты
4295,281,4,398.41,3,4,5,345,Обычные клиенты
3007,197,5,400.04,4,4,5,445,Лояльные клиенты
4554,335,5,400.86,2,4,5,245,Нельзя потерять
700,179,4,401.06,4,4,5,445,Лояльные клиенты
4756,185,5,401.73,4,4,5,445,Лояльные клиенты
3078,208,6,403.09,4,5,5,455,Лояльные клиенты
2289,82,8,403.62,5,5,5,555,Чемпионы
2115,183,6,403.92,4,5,5,455,Лояльные клиенты
4957,80,6,404.08,5,5,5,555,Чемпионы
3821,80,7,404.15,5,5,5,555,Чемпионы
4498,188,6,407.48,4,5,5,455,Лояльные клиенты
2371,304,7,407.54,2,5,5,255,Нельзя потерять
516,324,5,407.74,2,4,5,245,Нельзя потерять
1445,266,9,408.2,3,5,5,355,Обычные клиенты
3819,242,7,410.47,3,5,5,355,Обычные клиенты
260,312,7,410.97,2,5,5,255,Нельзя потерять
817,332,3,414.59,2,2,5,225,Засыпающие
2581,351,4,415.69,2,4,5,245,Нельзя потерять
4303,246,6,415.81,3,5,5,355,Обычные клиенты
688,175,4,415.92,4,4,5,445,Лояльные клиенты
291,338,7,416.31,2,5,5,255,Нельзя потерять
1300,200,8,417.73,4,5,5,455,Лояльные клиенты
2832,269,7,419.09,3,5,5,355,Обычные клиенты
2736,148,8,420.14,4,5,5,455,Лояльные клиенты
1566,206,8,421.17,4,5,5,455,Лояльные клиенты
3980,312,4,421.79,2,4,5,245,Нельзя потерять
3202,377,5,422.68,1,5,5,155,Нельзя потерять
4290,399,7,423.39,1,5,5,155,Нельзя потерять
3049,300,6,423.41,2,5,5,255,Нельзя потерять
892,134,7,424.69,5,5,5,555,Чемпионы
1183,70,7,425.86,5,5,5,555,Чемпионы
109,199,1,426.72,4,1,5,415,Обычные клиенты
4889,142,6,426.94,5,5,5,555,Чемпионы
4300,269,5,428.1,3,5,5,355,Обычные клиенты
4261,288,4,428.93,3,4,5,345,Обычные клиенты
2424,358,7,430.13,2,5,5,255,Нельзя потерять
2569,155,7,430.35,4,5,5,455,Лояльные клиенты
782,95,2,431.81,5,1,5,515,Новички
1720,175,6,432.94,4,5,5,455,Лояльные клиенты
2704,176,2,432.99,4,2,5,425,Потенциальные лоялисты
4724,302,5,434.4,2,4,5,245,Нельзя потерять
20,69,7,434.4,5,5,5,555,Чемпионы
4402,173,7,435.13,4,5,5,455,Лояльные клиенты
1319,450,11,436.46,1,5,5,155,Нельзя потерять
3584,378,5,438.54,1,5,5,155,Нельзя потерять
820,246,7,440.18,3,5,5,355,Обычные клиенты
3236,382,3,440.63,1,3,5,135,Обычные клиенты
3860,434,6,440.85,1,5,5,155,Нельзя потерять
2538,318,7,441.53,2,5,5,255,Нельзя потерять
2900,349,5,445.13,2,5,5,255,Нельзя потерять
4924,380,5,445.75,1,5,5,155,Нельзя потерять
3823,22,4,445.76,5,3,5,535,Потенциальные лоялисты
640,80,6,446.77,5,5,5,555,Чемпионы
417,164,3,448.2,4,2,5,425,Потенциальные лоялисты
4221,131,7,449.34,5,5,5,555,Чемпионы
994,268,6,450.74,3,5,5,355,Обычные клиенты
4264,32,8,451.09,5,5,5,555,Чемпионы
3633,138,2,451.48,5,2,5,525,Потенциальные лоялисты
4084,233,4,452.2,3,3,5,335,Обычные клиенты
1085,173,8,453.36,4,5,5,455,Лояльные клиенты
221,268,7,454.03,3,5,5,355,Обычные клиенты
2811,254,5,454.66,3,5,5,355,Обычные клиенты
4635,48,7,455.39,5,5,5,555,Чемпионы
1376,82,9,458.07,5,5,5,555,Чемпионы
3628,159,4,460.57,4,4,5,445,Лояльные клиенты
608,65,6,462.03,5,5,5,555,Чемпионы
3840,154,5,462.15,4,4,5,445,Лояльные клиенты
3161,93,7,464.49,5,5,5,555,Чемпионы
3899,103,7,465.7,5,5,5,555,Чемпионы
424,303,8,466.21,2,5,5,255,Нельзя потерять
4938,305,6,466.36,2,5,5,255,Нельзя потерять
4945,203,8,466.72,4,5,5,455,Лояльные клиенты
2133,196,9,471.1,4,5,5,455,Лояльные клиенты
3237,209,7,471.1,4,5,5,455,Лояльные клиенты
1729,272,9,472.54,3,5,5,355,Обычные клиенты
874,109,5,473.66,5,5,5,555,Чемпионы
289,119,7,474.42,5,5,5,555,Чемпионы
2322,72,8,478.07,5,5,5,555,Чемпионы
3453,76,6,479.56,5,5,5,555,Чемпионы
3347,257,9,481.61,3,5,5,355,Обычные клиенты
1557,235,7,481.97,3,5,5,355,Обычные клиенты
4628,268,7,482.29,3,5,5,355,Обычные клиенты
4098,307,7,482.53,2,5,5,255,Нельзя потерять
2465,222,6,485.07,3,5,5,355,Обычные клиенты
1150,41,6,488.05,5,5,5,555,Чемпионы
2299,38,7,488.37,5,5,5,555,Чемпионы
4588,416,8,489.18,1,5,5,155,Нельзя потерять
2087,152,6,489.47,4,5,5,455,Лояльные клиенты
3936,165,9,490.67,4,5,5,455,Лояльные клиенты
4344,140,7,495.9,5,5,5,555,Чемпионы
2817,192,7,496.41,4,5,5,455,Лояльные клиенты
3125,87,4,497.49,5,4,5,545,Лояльные клиенты
2107,27,10,497.8,5,5,5,555,Чемпионы
1430,289,8,499.12,3,5,5,355,Обычные клиенты
3420,243,6,501.34,3,5,5,355,Обычные клиенты
4106,116,5,503.98,5,5,5,555,Чемпионы
4835,154,7,504.11,4,5,5,455,Лояльные клиенты
3392,203,8,510.69,4,5,5,455,Лояльные клиенты
87,73,7,514.23,5,5,5,555,Чемпионы
2517,124,8,521.59,5,5,5,555,Чемпионы
4464,131,7,523.37,5,5,5,555,Чемпионы
422,310,7,525.69,2,5,5,255,Нельзя потерять
4012,189,7,525.87,4,5,5,455,Лояльные клиенты
4556,369,7,529.33,2,5,5,255,Нельзя потерять
2791,208,8,533.43,4,5,5,455,Лояльные клиенты
116,242,6,538.64,3,5,5,355,Обычные клиенты
2153,76,7,548.46,5,5,5,555,Чемпионы
3375,344,6,553.78,2,5,5,255,Нельзя потерять
170,220,3,556.99,3,3,5,335,Обычные клиенты
1575,90,4,557.1,5,4,5,545,Лояльные клиенты
4969,389,8,557.12,1,5,5,155,Нельзя потерять
3931,229,7,560.87,3,5,5,355,Обычные клиенты
2498,356,6,566.0,2,5,5,255,Нельзя потерять
1769,311,7,583.12,2,5,5,255,Нельзя потерять
2664,140,7,584.93,5,5,5,555,Чемпионы
2994,88,3,588.55,5,3,5,535,Потенциальные лоялисты
1354,173,11,594.95,4,5,5,455,Лояльные клиенты
4942,355,5,606.31,2,5,5,255,Нельзя потерять
229,335,4,611.82,2,4,5,245,Нельзя потерять
968,271,7,619.34,3,5,5,355,Обычные клиенты
4420,169,7,619.95,4,5,5,455,Лояльные клиенты
2459,111,7,624.0,5,5,5,555,Чемпионы
1681,376,9,699.78,2,5,5,255,Нельзя потерять
2033,362,5,724.97,2,5,5,255,Нельзя потерять
2956,254,3,745.68,3,3,5,335,Обычные клиенты
774,86,11,775.93,5,5,5,555,Чемпионы
3177,368,6,796.56,2,5,5,255,Нельзя потерять
2968,230,3,839.81,3,3,5,335,Обычные клиенты
2001,323,5,916.58,2,4,5,245,Нельзя потерять
