user_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_segment,segment_name
1851,331,3,219.93,2,2,4,224,Засыпающие
4650,54,3,220.22,5,3,4,534,Потенциальные лоялисты
2368,87,6,220.25,5,5,4,554,Лояльные клиенты
351,217,2,220.28,4,1,4,414,Обычные клиенты
4612,327,2,220.31,2,2,4,224,Засыпающие
1257,169,4,220.33,4,4,4,444,Лояльные клиенты
578,130,5,220.34,5,5,4,554,Лояльные клиенты
3901,169,4,220.47,4,4,4,444,Лояльные клиенты
1458,316,8,220.5,2,5,4,254,Нельзя потерять
831,293,2,220.59,3,2,4,324,Засыпающие
4919,262,4,220.81,3,3,4,334,Обычные клиенты
4520,296,5,221.15,2,4,4,244,Нельзя потерять
2052,383,5,221.47,1,4,4,144,Нельзя потерять
3630,286,2,221.49,3,2,4,324,Засыпающие
2024,511,3,221.84,1,3,4,134,Обычные клиенты
1771,146,7,222.25,4,5,4,454,Лояльные клиенты
1663,203,7,222.29,4,5,4,454,Лояльные клиенты
3545,353,4,222.32,2,4,4,244,Нельзя потерять
2942,19,7,222.36,5,5,4,554,Лояльные клиенты
3158,71,6,222.68,5,5,4,554,Лояльные клиенты
1931,157,4,222.96,4,4,4,444,Лояльные клиенты
4779,116,5,223.01,5,5,4,554,Лояльные клиенты
4907,217,4,223.05,4,4,4,444,Лояльные клиенты
652,281,4,223.23,3,4,4,344,Обычные клиенты
957,161,4,223.28,4,4,4,444,Лояльные клиенты
4240,446,3,223.35,1,2,4,124,Обычные клиенты
1348,77,6,223.53,5,5,4,554,Лояльные клиенты
4142,139,5,223.77,5,5,4,554,Лояльные клиенты
3884,222,1,223.87,3,1,4,314,Засыпающие
2676,265,6,224.19,3,5,4,354,Обычные клиенты
4482,401,3,224.45,1,3,4,134,Обычные клиенты
3379,227,5,224.91,3,5,4,354,Обычные клиенты
4843,226,4,224.92,3,3,4,334,Обычные клиенты
952,151,3,225.21,4,2,4,424,Потенциальные лоялисты
451,262,3,225.33,3,3,4,334,Обычные клиенты
2142,333,4,225.52,2,4,4,244,Нельзя потерять
2180,240,5,225.56,3,5,4,354,Обычные клиенты
3096,415,5,225.68,1,4,4,144,Нельзя потерять
1999,166,4,225.83,4,4,4,444,Лояльные клиенты
3685,383,8,225.91,1,5,4,154,Нельзя потерять
3156,46,6,225.94,5,5,4,554,Лояльные клиенты
767,254,4,226.19,3,3,4,334,Обычные клиенты
1435,338,3,226.23,2,2,4,224,Засыпающие
3655,122,7,226.32,5,5,4,554,Лояльные клиенты
2063,130,4,226.63,5,3,4,534,Потенциальные лоялисты
937,73,4,226.78,5,4,4,544,Лояльные клиенты
2493,111,5,226.85,5,5,4,554,Лояльные клиенты
1408,350,4,226.87,2,4,4,244,Нельзя потерять
4845,177,4,227.29,4,4,4,444,Лояльные клиенты
2497,17,4,227.3,5,3,4,534,Потенциальные лоялисты
431,418,6,227.58,1,5,4,154,Нельзя потерять
102,261,5,227.69,3,5,4,354,Обычные клиенты
2055,135,5,227.71,5,5,4,554,Лояльные клиенты
2727,119,2,228.09,5,2,4,524,Потенциальные лоялисты
4377,225,5,228.27,3,5,4,354,Обычные клиенты
156,69,5,228.43,5,4,4,544,Лояльные клиенты
1420,192,3,229.11,4,3,4,434,Потенциальные лоялисты
4163,216,3,229.3,4,3,4,434,Потенциальные лоялисты
925,435,1,229.42,1,1,4,114,Потерянные
2214,102,5,230.15,5,4,4,544,Лояльные клиенты
3463,200,3,230.41,4,3,4,434,Потенциальные лоялисты
4620,166,5,230.55,4,4,4,444,Лояльные клиенты
1322,379,4,230.72,1,3,4,134,Обычные клиенты
3934,103,5,230.74,5,5,4,554,Лояльные клиенты
2748,276,5,230.76,3,5,4,354,Обычные клиенты
1613,435,4,230.79,1,4,4,144,Нельзя потерять
1418,222,5,230.83,3,5,4,354,Обычные клиенты
1659,310,5,230.96,2,4,4,244,Нельзя потерять
4846,462,4,231.02,1,3,4,134,Обычные клиенты
4254,191,3,232.45,4,3,4,434,Потенциальные лоялисты
3951,92,5,232.45,5,4,4,544,Лояльные клиенты
2619,423,4,232.51,1,4,4,144,Нельзя потерять
2816,108,3,232.54,5,3,4,534,Потенциальные лоялисты
4849,309,5,232.58,2,4,4,244,Нельзя потерять
4376,328,4,232.6,2,4,4,244,Нельзя потерять
375,236,3,232.61,3,3,4,334,Обычные клиенты
1754,379,4,232.76,1,3,4,134,Обычные клиенты
2596,144,7,232.87,4,5,4,454,Лояльные клиенты
1662,95,4,232.91,5,4,4,544,Лояльные клиенты
3759,250,3,233.07,3,3,4,334,Обычные клиенты
2028,78,8,233.16,5,5,4,554,Лояльные клиенты
1541,210,5,233.19,4,5,4,454,Лояльные клиенты
2481,110,7,233.21,5,5,4,554,Лояльные клиенты
3870,418,4,233.28,1,4,4,144,Нельзя потерять
4487,208,5,233.3,4,5,4,454,Лояльные клиенты
2590,121,4,233.46,5,3,4,534,Потенциальные лоялисты
4405,105,5,233.49,5,5,4,554,Лояльные клиенты
4099,453,5,233.79,1,5,4,154,Нельзя потерять
2707,93,5,234.04,5,4,4,544,Лояльные клиенты
672,316,3,235.11,2,2,4,224,Засыпающие
2572,179,5,235.14,4,4,4,444,Лояльные клиенты
4840,32,5,235.17,5,5,4,554,Лояльные клиенты
3664,277,6,235.21,3,5,4,354,Обычные клиенты
4382,359,4,235.27,2,3,4,234,Обычные клиенты
4760,317,5,235.53,2,4,4,244,Нельзя потерять
2484,373,6,235.59,2,5,4,254,Нельзя потерять
4892,164,4,235.79,4,4,4,444,Лояльные клиенты
326,136,3,235.81,5,2,4,524,Потенциальные лоялисты
427,116,4,236.11,5,3,4,534,Потенциальные лоялисты
3097,288,6,236.2,3,5,4,354,Обычные клиенты
2258,203,6,236.21,4,5,4,454,Лояльные клиенты
3720,218,5,236.44,4,5,4,454,Лояльные клиенты
3830,416,6,236.68,1,5,4,154,Нельзя потерять
2403,254,2,236.96,3,1,4,314,Засыпающие
4373,83,6,237.26,5,5,4,554,Лояльные клиенты
736,328,5,237.52,2,4,4,244,Нельзя потерять
1648,185,4,237.56,4,4,4,444,Лояльные клиенты
3441,221,4,237.59,3,3,4,334,Обычные клиенты
244,327,3,238.11,2,3,4,234,Обычные клиенты
4011,220,4,238.56,3,3,4,334,Обычные клиенты
910,420,7,238.86,1,5,4,154,Нельзя потерять
4324,295,8,238.99,3,5,4,354,Обычные клиенты
1719,394,6,239.38,1,5,4,154,Нельзя потерять
1981,351,8,239.4,2,5,4,254,Нельзя потерять
4004,115,5,239.43,5,5,4,554,Лояльные клиенты
4481,329,6,239.44,2,5,4,254,Нельзя потерять
1436,55,5,239.54,5,5,4,554,Лояльные клиенты
3440,68,6,239.77,5,5,4,554,Лояльные клиенты
585,49,4,239.86,5,4,4,544,Лояльные клиенты
3621,187,5,239.92,4,4,4,444,Лояльные клиенты
760,195,3,239.97,4,3,4,434,Потенциальные лоялисты
329,159,7,240.08,4,5,4,454,Лояльные клиенты
1590,317,5,240.29,2,4,4,244,Нельзя потерять
4731,409,5,240.62,1,4,4,144,Нельзя потерять
2496,82,5,240.67,5,4,4,544,Лояльные клиенты
2735,348,5,240.92,2,5,4,254,Нельзя потерять
4654,641,2,240.98,1,2,4,124,Обычные клиенты
2332,437,3,241.34,1,2,5,125,Обычные клиенты
718,410,5,241.37,1,4,5,145,Нельзя потерять
44,326,4,241.73,2,4,5,245,Нельзя потерять
1092,276,2,241.76,3,1,5,315,Засыпающие
1674,259,3,241.81,3,3,5,335,Обычные клиенты
3354,25,4,241.84,5,3,5,535,Потенциальные лоялисты
2966,239,3,241.93,3,3,5,335,Обычные клиенты
3875,399,3,242.01,1,3,5,135,Обычные клиенты
1861,316,5,242.1,2,4,5,245,Нельзя потерять
1615,299,8,242.11,2,5,5,255,Нельзя потерять
3479,74,5,242.53,5,4,5,545,Лояльные клиенты
4020,277,6,242.59,3,5,5,355,Обычные клиенты
4891,479,4,242.79,1,3,5,135,Обычные клиенты
4321,304,6,243.33,2,5,5,255,Нельзя потерять
618,182,4,243.69,4,4,5,445,Лояльные клиенты
2067,104,5,244.06,5,5,5,555,Чемпионы
4085,199,5,244.23,4,4,5,445,Лояльные клиенты
845,289,5,244.38,3,4,5,345,Обычные клиенты
4774,230,7,244.75,3,5,5,355,Обычные клиенты
922,188,4,244.79,4,4,5,445,Лояльные клиенты
2703,531,1,244.81,1,1,5,115,Потерянные
2375,119,4,244.88,5,3,5,535,Потенциальные лоялисты
4765,281,6,245.39,3,5,5,355,Обычные клиенты
2981,299,4,245.44,2,4,5,245,Нельзя потерять
4472,177,4,245.58,4,4,5,445,Лояльные клиенты
145,103,8,245.68,5,5,5,555,Чемпионы
714,201,6,245.9,4,5,5,455,Лояльные клиенты
2730,104,4,246.19,5,4,5,545,Лояльные клиенты
2611,226,5,246.38,3,5,5,355,Обычные клиенты
753,290,4,246.65,3,4,5,345,Обычные клиенты
1363,272,5,246.77,3,5,5,355,Обычные клиенты
4489,194,5,246.77,4,4,5,445,Лояльные клиенты
871,156,4,246.77,4,4,5,445,Лояльные клиенты
4046,150,6,246.81,4,5,5,455,Лояльные клиенты
4,283,4,246.92,3,4,5,345,Обычные клиенты
1642,84,5,246.96,5,4,5,545,Лояльные клиенты
4521,291,5,246.98,3,4,5,345,Обычные клиенты
1544,268,4,247.03,3,4,5,345,Обычные клиенты
4197,220,6,247.51,3,5,5,355,Обычные клиенты
3528,240,7,247.53,3,5,5,355,Обычные клиенты
1688,22,7,247.65,5,5,5,555,Чемпионы
586,220,5,248.05,3,5,5,355,Обычные клиенты
2545,17,3,248.43,5,3,5,535,Потенциальные лоялисты
1228,131,2,248.45,5,2,5,525,Потенциальные лоялисты
3305,236,4,248.91,3,3,5,335,Обычные клиенты
1308,314,3,248.93,2,2,5,225,Засыпающие
1556,468,4,249.05,1,3,5,135,Обычные клиенты
2932,161,5,249.15,4,4,5,445,Лояльные клиенты
3329,107,6,249.26,5,5,5,555,Чемпионы
3691,14,4,249.8,5,3,5,535,Потенциальные лоялисты
2362,230,7,249.9,3,5,5,355,Обычные клиенты
4359,282,7,250.0,3,5,5,355,Обычные клиенты
3567,97,4,250.35,5,4,5,545,Лояльные клиенты
1880,384,2,250.42,1,1,5,115,Потерянные
1893,287,6,250.52,3,5,5,355,Обычные клиенты
1779,416,5,250.94,1,4,5,145,Нельзя потерять
1871,104,5,251.18,5,5,5,555,Чемпионы
662,60,6,251.35,5,5,5,555,Чемпионы
763,243,7,251.46,3,5,5,355,Обычные клиенты
971,330,5,251.56,2,4,5,245,Нельзя потерять
2933,264,4,251.88,3,4,5,345,Обычные клиенты
4622,211,5,252.14,4,5,5,455,Лояльные клиенты
2962,373,8,252.31,2,5,5,255,Нельзя потерять
907,101,4,252.34,5,4,5,545,Лояльные клиенты
438,328,5,252.35,2,4,5,245,Нельзя потерять
162,196,4,252.44,4,4,5,445,Лояльные клиенты
3253,218,3,252.57,4,3,5,435,Потенциальные лоялисты
4542,359,7,252.98,2,5,5,255,Нельзя потерять
3908,391,6,253.36,1,5,5,155,Нельзя потерять
1679,262,2,253.42,3,1,5,315,Засыпающие
3506,220,4,253.43,4,4,5,445,Лояльные клиенты
3776,331,5,254.04,2,4,5,245,Нельзя потерять
3554,77,5,254.48,5,4,5,545,Лояльные клиенты
3702,374,4,254.6,2,4,5,245,Нельзя потерять
4773,241,5,254.74,3,5,5,355,Обычные клиенты
1269,344,3,254.75,2,2,5,225,Засыпающие
1467,301,3,254.81,2,2,5,225,Засыпающие
4484,414,5,255.22,1,4,5,145,Нельзя потерять
4249,95,5,255.44,5,4,5,545,Лояльные клиенты
4591,201,4,255.75,4,4,5,445,Лояльные клиенты
969,61,7,256.24,5,5,5,555,Чемпионы
861,356,5,256.26,2,5,5,255,Нельзя потерять
2630,350,3,256.31,2,2,5,225,Засыпающие
3052,118,7,256.54,5,5,5,555,Чемпионы
1175,188,6,256.79,4,5,5,455,Лояльные клиенты
2830,542,6,256.8,1,5,5,155,Нельзя потерять
257,156,4,256.83,4,4,5,445,Лояльные клиенты
4309,308,3,256.98,2,2,5,225,Засыпающие
3151,290,5,257.36,3,4,5,345,Обычные клиенты
1975,244,7,257.57,3,5,5,355,Обычные клиенты
4350,473,2,257.96,1,2,5,125,Обычные клиенты
2868,251,3,258.12,3,3,5,335,Обычные клиенты
3083,75,7,258.15,5,5,5,555,Чемпионы
1995,404,5,258.47,1,4,5,145,Нельзя потерять
1770,318,6,258.62,2,5,5,255,Нельзя потерять
2008,167,5,259.34,4,4,5,445,Лояльные клиенты
3318,76,4,259.74,5,4,5,545,Лояльные клиенты
4150,39,5,259.79,5,5,5,555,Чемпионы
2937,281,5,259.84,3,4,5,345,Обычные клиенты
733,114,6,259.9,5,5,5,555,Чемпионы
4248,276,7,260.02,3,5,5,355,Обычные клиенты
4672,233,5,260.1,3,5,5,355,Обычные клиенты
1783,284,4,260.33,3,4,5,345,Обычные клиенты
3742,104,4,260.35,5,4,5,545,Лояльные клиенты
3024,217,5,260.52,4,5,5,455,Лояльные клиенты
1003,57,4,260.79,5,4,5,545,Лояльные клиенты
2987,264,4,261.63,3,4,5,345,Обычные клиенты
2044,131,5,261.72,5,5,5,555,Чемпионы
3217,237,5,262.1,3,5,5,355,Обычные клиенты
4515,115,6,262.11,5,5,5,555,Чемпионы
2750,168,5,262.22,4,4,5,445,Лояльные клиенты
1015,317,4,262.32,2,4,5,245,Нельзя потерять
4301,494,7,262.59,1,5,5,155,Нельзя потерять
884,296,4,262.75,2,4,5,245,Нельзя потерять
3457,224,5,262.78,3,5,5,355,Обычные клиенты
3946,365,5,263.25,2,5,5,255,Нельзя потерять
3565,175,3,263.26,4,2,5,425,Потенциальные лоялисты
2674,393,3,265.02,1,3,5,135,Обычные клиенты
2875,186,5,265.22,4,4,5,445,Лояльные клиенты
4048,98,5,265.3,5,4,5,545,Лояльные клиенты
1459,97,5,265.52,5,4,5,545,Лояльные клиенты
3034,372,5,265.62,2,5,5,255,Нельзя потерять
1158,90,5,266.11,5,4,5,545,Лояльные клиенты
3614,94,6,266.16,5,5,5,555,Чемпионы
3230,371,5,266.37,2,5,5,255,Нельзя потерять
3050,346,5,266.55,2,5,5,255,Нельзя потерять
292,295,6,266.63,3,5,5,355,Обычные клиенты
3617,206,1,266.78,4,1,5,415,Обычные клиенты
4577,79,4,267.0,5,3,5,535,Потенциальные лоялисты
589,304,7,267.06,2,5,5,255,Нельзя потерять
682,216,1,267.19,4,1,5,415,Обычные клиенты
3963,157,3,267.2,4,2,5,425,Потенциальные лоялисты
1028,399,7,267.3,1,5,5,155,Нельзя потерять
3047,185,5,267.69,4,4,5,445,Лояльные клиенты
4951,290,4,268.18,3,4,5,345,Обычные клиенты
4006,303,6,268.98,2,5,5,255,Нельзя потерять
2540,111,7,269.37,5,5,5,555,Чемпионы
385,52,5,269.4,5,5,5,555,Чемпионы
206,198,7,269.66,4,5,5,455,Лояльные клиенты
2625,172,4,269.78,4,4,5,445,Лояльные клиенты
4000,268,2,270.32,3,1,5,315,Засыпающие
3317,74,4,270.92,5,4,5,545,Лояльные клиенты
956,290,6,270.92,3,5,5,355,Обычные клиенты
2190,264,3,271.84,3,3,5,335,Обычные клиенты
1875,420,3,272.26,1,3,5,135,Обычные клиенты
3342,199,6,272.76,4,5,5,455,Лояльные клиенты
2656,243,3,273.24,3,3,5,335,Обычные клиенты
2083,352,4,273.57,2,4,5,245,Нельзя потерять
4514,186,4,273.74,4,4,5,445,Лояльные клиенты
4068,263,4,273.79,3,4,5,345,Обычные клиенты
1982,271,5,273.86,3,5,5,355,Обычные клиенты
1708,176,7,273.91,4,5,5,455,Лояльные клиенты
3352,111,3,274.36,5,3,5,535,Потенциальные лоялисты
259,248,6,274.71,3,5,5,355,Обычные клиенты
2135,356,6,274.75,2,5,5,255,Нельзя потерять
500,240,6,275.0,3,5,5,355,Обычные клиенты
647,431,1,275.11,1,1,5,115,Потерянные
4501,225,8,275.89,3,5,5,355,Обычные клиенты
67,367,4,276.44,2,3,5,235,Обычные клиенты
3368,219,6,276.57,4,5,5,455,Лояльные клиенты
4395,496,2,276.82,1,2,5,125,Обычные клиенты
4623,109,6,276.97,5,5,5,555,Чемпионы
4789,143,8,276.99,4,5,5,455,Лояльные клиенты
4885,363,6,277.14,2,5,5,255,Нельзя потерять
3131,382,5,278.01,1,4,5,145,Нельзя потерять
4582,58,8,278.23,5,5,5,555,Чемпионы
2086,122,4,278.37,5,3,5,535,Потенциальные лоялисты
3511,379,6,278.48,1,5,5,155,Нельзя потерять
4776,381,2,278.58,1,1,5,115,Потерянные
26,103,7,278.77,5,5,5,555,Чемпионы
3008,399,4,279.12,1,4,5,145,Нельзя потерять
3738,256,5,279.34,3,5,5,355,Обычные клиенты
1403,197,3,279.59,4,3,5,435,Потенциальные лоялисты
813,234,6,279.97,3,5,5,355,Обычные клиенты
439,126,6,280.3,5,5,5,555,Чемпионы
3358,427,6,280.43,1,5,5,155,Нельзя потерять
3551,86,5,280.55,5,4,5,545,Лояльные клиенты
4727,181,3,281.07,4,2,5,425,Потенциальные лоялисты
3040,114,10,283.28,5,5,5,555,Чемпионы
3425,143,8,283.45,4,5,5,455,Лояльные клиенты
2108,255,3,283.48,3,3,5,335,Обычные клиенты
725,238,7,283.64,3,5,5,355,Обычные клиенты
2969,382,6,284.5,1,5,5,155,Нельзя потерять
4759,106,3,284.52,5,3,5,535,Потенциальные лоялисты
3324,234,6,284.66,3,5,5,355,Обычные клиенты
3741,243,6,285.22,3,5,5,355,Обычные клиенты
4345,315,5,285.42,2,4,5,245,Нельзя потерять
2943,61,5,285.69,5,4,5,545,Лояльные клиенты
418,282,5,285.9,3,4,5,345,Обычные клиенты
921,231,6,286.41,3,5,5,355,Обычные клиенты
4293,85,6,287.19,5,5,5,555,Чемпионы
1238,311,6,287.71,2,5,5,255,Нельзя потерять
879,374,4,287.73,2,4,5,245,Нельзя потерять
837,264,5,288.33,3,5,5,355,Обычные клиенты
941,143,7,288.4,4,5,5,455,Лояльные клиенты
789,109,3,288.94,5,3,5,535,Потенциальные лоялисты
3913,75,9,288.99,5,5,5,555,Чемпионы
3,375,5,289.65,2,5,5,255,Нельзя потерять
3122,255,5,290.63,3,5,5,355,Обычные клиенты
3262,397,5,290.7,1,4,5,145,Нельзя потерять
3826,324,6,290.78,2,5,5,255,Нельзя потерять
477,345,4,290.92,2,4,5,245,Нельзя потерять
3174,298,5,291.17,2,4,5,245,Нельзя потерять
3299,335,6,291.72,2,5,5,255,Нельзя потерять
3667,362,5,291.93,2,5,5,255,Нельзя потерять
1272,198,2,292.32,4,2,5,425,Потенциальные лоялисты
2839,36,6,292.36,5,5,5,555,Чемпионы
3983,379,5,292.59,1,5,5,155,Нельзя потерять
1515,47,6,293.29,5,5,5,555,Чемпионы
4155,282,5,293.77,3,4,5,345,Обычные клиенты
2029,217,3,293.8,4,3,5,435,Потенциальные лоялисты
4695,335,6,294.69,2,5,5,255,Нельзя потерять
2118,140,5,294.88,5,5,5,555,Чемпионы
1952,384,5,295.5,1,4,5,145,Нельзя потерять
2273,341,5,295.74,2,4,5,245,Нельзя потерять
4910,175,7,295.77,4,5,5,455,Лояльные клиенты
3575,354,6,295.81,2,5,5,255,Нельзя потерять
2988,141,6,295.85,5,5,5,555,Чемпионы
1879,188,3,296.34,4,2,5,425,Потенциальные лоялисты
1577,191,5,297.78,4,4,5,445,Лояльные клиенты
1317,131,6,298.01,5,5,5,555,Чемпионы
2655,323,7,298.26,2,5,5,255,Нельзя потерять
1774,147,5,298.59,4,4,5,445,Лояльные клиенты
588,371,6,298.9,2,5,5,255,Нельзя потерять
4954,199,6,299.16,4,5,5,455,Лояльные клиенты
349,138,7,299.33,5,5,5,555,Чемпионы
3488,288,4,301.03,3,4,5,345,Обычные клиенты
3749,327,3,301.03,2,2,5,225,Засыпающие
606,316,4,301.25,2,4,5,245,Нельзя потерять
621,150,5,301.38,4,4,5,445,Лояльные клиенты
2977,103,6,301.4,5,5,5,555,Чемпионы
4120,109,3,301.47,5,3,5,535,Потенциальные лоялисты
2720,282,5,301.64,3,4,5,345,Обычные клиенты
2558,51,4,301.89,5,4,5,545,Лояльные клиенты
4757,425,7,302.44,1,5,5,155,Нельзя потерять
3863,251,6,302.7,3,5,5,355,Обычные клиенты
1932,254,6,302.9,3,5,5,355,Обычные клиенты
3422,459,6,303.48,1,5,5,155,Нельзя потерять
4052,436,4,303.49,1,4,5,145,Нельзя потерять
1070,190,6,303.52,4,5,5,455,Лояльные клиенты
4744,104,6,303.75,5,5,5,555,Чемпионы
238,394,6,303.83,1,5,5,155,Нельзя потерять
155,263,4,303.99,3,4,5,345,Обычные клиенты
2460,267,4,304.07,3,4,5,345,Обычные клиенты
224,360,4,304.12,2,3,5,235,Обычные клиенты
572,118,5,304.17,5,5,5,555,Чемпионы
1235,194,8,304.3,4,5,5,455,Лояльные клиенты
3263,242,5,304.8,3,5,5,355,Обычные клиенты
2122,402,6,305.09,1,5,5,155,Нельзя потерять
697,208,5,305.34,4,5,5,455,Лояльные клиенты
3570,256,12,305.73,3,5,5,355,Обычные клиенты
3760,347,4,305.95,2,4,5,245,Нельзя потерять
1804,296,3,306.61,2,2,5,225,Засыпающие
2395,234,6,307.55,3,5,5,355,Обычные клиенты
2998,257,5,307.68,3,5,5,355,Обычные клиенты
1204,213,3,308.35,4,3,5,435,Потенциальные лоялисты
4971,147,3,309.02,4,2,5,425,Потенциальные лоялисты
3134,377,5,310.37,1,5,5,155,Нельзя потерять
78,269,7,310.76,3,5,5,355,Обычные клиенты
4772,26,7,311.38,5,5,5,555,Чемпионы
3764,155,7,311.5,4,5,5,455,Лояльные клиенты
252,150,5,311.79,4,4,5,445,Лояльные клиенты
2637,81,7,311.89,5,5,5,555,Чемпионы
860,281,8,312.37,3,5,5,355,Обычные клиенты
3190,109,6,312.61,5,5,5,555,Чемпионы
3165,370,3,312.76,2,3,5,235,Обычные клиенты
395,402,6,313.18,1,5,5,155,Нельзя потерять
147,129,5,313.41,5,5,5,555,Чемпионы
1721,389,3,313.66,1,3,5,135,Обычные клиенты
3662,255,6,313.75,3,5,5,355,Обычные клиенты
1944,136,5,314.0,5,5,5,555,Чемпионы
369,172,5,314.05,4,4,5,445,Лояльные клиенты
2210,379,3,314.07,1,3,5,135,Обычные клиенты
4900,271,5,314.42,3,5,5,355,Обычные клиенты
3060,247,5,314.75,3,5,5,355,Обычные клиенты
408,25,6,315.1,5,5,5,555,Чемпионы
1292,457,6,315.62,1,5,5,155,Нельзя потерять
1813,251,3,315.83,3,3,5,335,Обычные клиенты
599,84,5,316.1,5,4,5,545,Лояльные клиенты
4804,304,5,316.35,2,4,5,245,Нельзя потерять
1953,298,7,316.47,2,5,5,255,Нельзя потерять
872,204,6,316.52,4,5,5,455,Лояльные клиенты
1950,378,7,316.99,1,5,5,155,Нельзя потерять
731,146,7,317.12,4,5,5,455,Лояльные клиенты
2158,347,4,317.23,2,4,5,245,Нельзя потерять
3634,206,6,317.38,4,5,5,455,Лояльные клиенты
1984,39,7,317.43,5,5,5,555,Чемпионы
2850,431,5,318.16,1,4,5,145,Нельзя потерять
3245,204,3,318.24,4,3,5,435,Потенциальные лоялисты
1902,357,7,318.46,2,5,5,255,Нельзя потерять
1078,396,6,318.61,1,5,5,155,Нельзя потерять
556,209,4,318.95,4,4,5,445,Лояльные клиенты
4250,290,7,318.99,3,5,5,355,Обычные клиенты
4087,462,5,320.43,1,5,5,155,Нельзя потерять
962,361,4,320.89,2,3,5,235,Обычные клиенты
1046,219,5,321.8,4,5,5,455,Лояльные клиенты
2949,386,4,322.33,1,4,5,145,Нельзя потерять
3503,161,4,322.43,4,4,5,445,Лояльные клиенты
2182,350,6,322.53,2,5,5,255,Нельзя потерять
630,77,4,322.58,5,4,5,545,Лояльные клиенты
3048,156,5,322.71,4,4,5,445,Лояльные клиенты
4468,341,5,323.91,2,4,5,245,Нельзя потерять
2510,60,4,324.18,5,4,5,545,Лояльные клиенты
863,29,4,324.52,5,3,5,535,Потенциальные лоялисты
3577,34,8,324.56,5,5,5,555,Чемпионы
457,72,3,324.7,5,3,5,535,Потенциальные лоялисты
1438,245,3,324.91,3,3,5,335,Обычные клиенты
3417,48,10,325.05,5,5,5,555,Чемпионы
4523,239,4,325.61,3,3,5,335,Обычные клиенты
3246,208,6,325.87,4,5,5,455,Лояльные клиенты
3483,179,7,325.95,4,5,5,455,Лояльные клиенты
4236,26,7,327.0,5,5,5,555,Чемпионы
2243,182,5,327.24,4,4,5,445,Лояльные клиенты
4092,215,5,327.34,4,5,5,455,Лояльные клиенты
4636,215,5,327.65,4,5,5,455,Лояльные клиенты
64,427,5,327.66,1,4,5,145,Нельзя потерять
3162,262,7,327.83,3,5,5,355,Обычные клиенты
2505,167,5,329.89,4,4,5,445,Лояльные клиенты
1219,255,5,330.04,3,5,5,355,Обычные клиенты
978,220,7,330.47,3,5,5,355,Обычные клиенты
3235,80,6,330.47,5,5,5,555,Чемпионы
2922,27,7,330.61,5,5,5,555,Чемпионы
2124,93,3,331.09,5,3,5,535,Потенциальные лоялисты
758,343,3,331.5,2,2,5,225,Засыпающие
393,248,6,332.14,3,5,5,355,Обычные клиенты
2366,338,5,332.39,2,4,5,245,Нельзя потерять
2906,318,6,332.48,2,5,5,255,Нельзя потерять
3400,327,4,332.79,2,4,5,245,Нельзя потерять
2111,265,5,335.77,3,5,5,355,Обычные клиенты
2120,250,7,335.82,3,5,5,355,Обычные клиенты
3416,402,7,335.86,1,5,5,155,Нельзя потерять
104,220,5,336.12,4,5,5,455,Лояльные клиенты
4126,113,6,336.43,5,5,5,555,Чемпионы
3638,251,6,336.67,3,5,5,355,Обычные клиенты
3646,322,7,337.1,2,5,5,255,Нельзя потерять
4260,234,6,337.14,3,5,5,355,Обычные клиенты
2852,269,2,337.53,3,1,5,315,Засыпающие
3061,214,7,337.62,4,5,5,455,Лояльные клиенты
3462,310,6,338.17,2,5,5,255,Нельзя потерять
1526,121,3,338.2,5,3,5,535,Потенциальные лоялисты
2373,253,5,338.24,3,5,5,355,Обычные клиенты
98,264,8,338.41,3,5,5,355,Обычные клиенты
4594,472,5,338.57,1,5,5,155,Нельзя потерять
2380,242,7,338.58,3,5,5,355,Обычные клиенты
4091,366,6,339.51,2,5,5,255,Нельзя потерять
1165,285,5,340.55,3,4,5,345,Обычные клиенты
114,190,6,340.56,4,5,5,455,Лояльные клиенты
3626,210,7,340.93,4,5,5,455,Лояльные клиенты
4905,375,7,341.18,2,5,5,255,Нельзя потерять
1470,268,5,341.25,3,5,5,355,Обычные клиенты
131,161,8,342.96,4,5,5,455,Лояльные клиенты
1026,522,4,342.97,1,3,5,135,Обычные клиенты
2999,287,3,343.67,3,3,5,335,Обычные клиенты
4079,436,4,344.2,1,4,5,145,Нельзя потерять
658,430,6,345.66,1,5,5,155,Нельзя потерять
2699,156,5,346.08,4,4,5,445,Лояльные клиенты
1824,117,8,346.29,5,5,5,555,Чемпионы
4737,100,4,346.39,5,4,5,545,Лояльные клиенты
1249,212,4,347.26,4,4,5,445,Лояльные клиенты
2047,186,10,347.97,4,5,5,455,Лояльные клиенты
3000,399,5,348.22,1,4,5,145,Нельзя потерять
1140,351,4,348.96,2,4,5,245,Нельзя потерять
2354,309,8,349.02,2,5,5,255,Нельзя потерять
1896,95,6,350.83,5,5,5,555,Чемпионы
1596,59,6,350.96,5,5,5,555,Чемпионы
4182,358,6,351.54,2,5,5,255,Нельзя потерять
4428,357,5,352.18,2,5,5,255,Нельзя потерять
755,13,6,353.36,5,5,5,555,Чемпионы
1842,124,7,353.82,5,5,5,555,Чемпионы
2990,53,7,353.94,5,5,5,555,Чемпионы
4968,213,5,354.07,4,5,5,455,Лояльные клиенты
